delta,correct_pad,correct_amatch,auroc_pad,auroc_amatch,delta_vs_p_only,pad_w0,pad_w1,pad_w2,pad_w3,pad_w4,pad_w5,pad_w6,pad_l0,pad_l1,pad_l2,pad_l3,pad_l4,am_w0,am_w1,am_w2,am_w3,am_w4,am_w5,am_w6,am_l0,am_l1,am_l2,am_l3,am_l4,min_train_pairs,mean_train_pairs,r,kind
-1.0,601,602,0.9742551452559626,0.9744780444312355,4.0,0,0,1,2,0,2,0,0,0,0,2,3,0,0,0,3,0,2,0,0,0,0,2,3,498,525.6,1503,null
0.0,613,613,0.9782116056170592,0.9788152908834237,16.0,0,0,0,0,0,2,3,0,0,0,3,2,0,0,0,3,0,2,0,0,0,0,2,3,498,525.6,1505,null
-5.0,602,607,0.9748123931941453,0.9688869901181365,5.0,0,0,1,1,0,3,0,0,0,1,4,0,0,0,3,1,0,1,0,0,0,0,1,4,498,525.6,1504,null
2.0,608,606,0.9711717066646853,0.970623746192139,11.0,0,0,0,3,0,0,2,0,0,0,1,4,0,0,0,4,0,1,0,0,0,0,1,4,498,525.6,1506,null
4.0,609,605,0.9723140649379597,0.9694906753845012,12.0,0,0,0,2,0,1,2,0,0,1,3,1,0,0,1,2,0,1,1,0,0,0,3,2,498,525.6,1507,null
-4.0,607,611,0.971951853778141,0.9733821234861432,10.0,0,0,0,3,0,1,1,0,0,0,2,3,0,0,0,2,0,2,1,0,0,0,3,2,498,525.6,1508,null
-1.0,612,613,0.968729103202318,0.9705865963295935,15.0,0,0,1,1,0,1,2,0,0,1,0,4,0,0,0,1,0,0,4,0,0,0,0,5,498,525.6,1509,null
0.0,606,606,0.9676331822572257,0.9702429601010475,9.0,0,0,2,0,0,0,3,0,0,0,0,5,0,0,0,0,0,0,5,0,0,0,1,4,498,525.6,1510,null
-1.0,608,609,0.9719704287094137,0.973651459989598,11.0,0,0,0,0,0,1,4,0,0,0,1,4,0,0,0,0,0,1,4,0,0,0,1,4,498,525.6,1511,null
-1.0,612,613,0.9766884612526933,0.9793725388216064,15.0,0,0,0,2,0,2,1,0,0,0,2,3,0,0,0,0,0,4,1,0,0,0,4,1,498,525.6,1512,null
-2.0,605,607,0.9669273348688611,0.9701129355821382,8.0,0,0,1,2,0,0,2,0,0,0,0,5,0,0,0,3,0,0,2,0,0,0,0,5,498,525.6,1513,null
-2.0,610,612,0.9717475295341407,0.9769299353592391,13.0,0,0,0,2,0,1,2,0,0,0,2,3,0,0,0,1,0,2,2,0,0,0,2,3,498,525.6,1515,null
-2.0,611,613,0.9757504272234193,0.9753789285979642,14.0,0,0,1,2,0,1,1,0,0,0,1,4,0,0,0,2,0,3,0,0,0,0,3,2,498,525.6,1514,null
0.0,615,615,0.9749609926443272,0.9749609926443272,18.0,0,0,0,5,0,0,0,0,0,0,0,5,0,0,0,5,0,0,0,0,0,0,0,5,498,525.6,1516,null
3.0,617,614,0.9789546028679693,0.9791589271119696,20.0,0,0,0,2,0,3,0,0,0,0,3,2,0,0,0,2,0,3,0,0,0,0,3,2,498,525.6,1517,null
-2.0,610,612,0.9739672338212348,0.9723605022661416,13.0,0,0,0,5,0,0,0,0,0,1,0,4,0,0,0,4,0,1,0,0,0,0,1,4,498,525.6,1518,null
0.0,605,605,0.9708002080392303,0.9715710676870496,8.0,0,0,0,4,0,0,1,0,0,0,0,5,0,0,0,3,0,0,2,0,0,0,0,5,498,525.6,1519,null
-1.0,610,611,0.9740043836837803,0.9779329816479678,13.0,0,0,1,1,0,3,0,0,0,0,4,1,0,0,0,1,0,3,1,0,0,0,4,1,498,525.6,1520,null
2.0,603,601,0.9619492532877629,0.9605839958392153,6.0,0,0,4,0,0,0,1,0,0,0,0,5,0,0,4,0,0,0,1,0,0,0,0,5,498,525.6,1521,null
-1.0,608,609,0.9561260123337544,0.9689520023775912,11.0,0,0,1,2,0,1,1,0,0,1,1,3,0,0,0,5,0,0,0,0,0,0,0,5,498,525.6,1522,null
-1.0,608,609,0.9719239913812319,0.9688034029274092,11.0,0,0,0,1,0,3,1,0,0,0,4,1,0,0,1,0,0,3,1,0,0,0,3,2,498,525.6,1523,null
-1.0,610,611,0.9706980459172301,0.9701407979790475,13.0,0,0,0,3,0,2,0,0,0,0,5,0,0,0,0,3,0,2,0,0,0,0,5,0,498,525.6,1524,null
0.0,619,619,0.9780258563043317,0.9762426629021472,22.0,0,0,0,2,0,3,0,0,0,0,3,2,0,0,0,2,0,3,0,0,0,0,3,2,498,525.6,1525,null
0.0,610,610,0.9705680213983209,0.9725926889070511,13.0,0,0,0,3,0,1,1,0,0,0,1,4,0,0,0,4,0,0,1,0,0,0,0,5,498,525.6,1526,null
0.0,610,610,0.967122371647225,0.967122371647225,13.0,0,0,0,5,0,0,0,0,0,0,2,3,0,0,0,5,0,0,0,0,0,0,2,3,498,525.6,1528,null
-5.0,609,614,0.9749517051786909,0.9744037447061445,12.0,0,0,0,3,0,2,0,0,0,0,3,2,0,0,0,2,0,3,0,0,0,0,4,1,498,525.6,1527,null
-3.0,608,611,0.9696299873690466,0.9707909205735938,11.0,0,0,0,4,0,0,1,0,0,0,1,4,0,0,0,3,0,1,1,0,0,0,2,3,498,525.6,1529,null
1.0,620,619,0.9793446764246972,0.9785366669143324,23.0,0,0,0,5,0,0,0,0,0,0,0,5,0,0,0,4,0,1,0,0,0,0,1,4,498,525.6,1530,null
-6.0,597,603,0.9709302325581396,0.9747566684003269,0.0,0,0,1,1,0,2,1,0,0,0,4,1,0,0,0,0,0,2,3,0,0,0,2,3,498,525.6,1531,null
1.0,616,615,0.9770135225499665,0.9735028605394159,19.0,0,0,0,1,0,3,1,0,0,0,3,2,0,0,0,4,0,1,0,0,0,0,1,4,498,525.6,1532,null
-1.0,607,608,0.9710138197488669,0.973920796493053,10.0,0,0,2,3,0,0,0,0,0,0,0,5,0,0,1,2,0,2,0,0,0,0,2,3,498,525.6,1533,null
0.0,611,611,0.9717196671372316,0.975694702429601,14.0,0,0,0,3,0,0,2,0,0,0,1,4,0,0,0,2,0,1,2,0,0,0,1,4,498,525.6,1534,null
0.0,612,612,0.9687755405304999,0.9697971617505015,15.0,0,0,0,3,0,0,2,0,0,1,0,4,0,0,0,4,0,0,1,0,0,0,0,5,498,525.6,1535,null
0.0,611,611,0.972564826510142,0.9724998142506872,14.0,0,0,0,4,0,0,1,0,0,0,0,5,0,0,0,4,0,0,1,0,0,0,0,5,498,525.6,1536,null
-4.0,609,613,0.9716732298090497,0.9729549000668698,12.0,0,0,0,2,0,3,0,0,0,0,5,0,0,0,0,1,0,4,0,0,0,0,5,0,498,525.6,1537,null
1.0,612,611,0.9752767664759641,0.9734842856081433,15.0,0,0,0,5,0,0,0,0,0,0,2,3,0,0,0,4,0,1,0,0,0,0,2,3,498,525.6,1538,null
-1.0,605,606,0.9702243851697749,0.972936325135597,8.0,0,0,0,3,0,1,1,1,0,1,2,1,0,0,0,2,0,1,2,0,0,1,2,2,498,525.6,1539,null
2.0,615,613,0.9755646779106917,0.9732428115015975,18.0,0,0,0,4,0,1,0,0,0,0,1,4,0,0,0,4,0,1,0,0,0,0,2,3,498,525.6,1540,null
3.0,613,610,0.9751653168883275,0.9772178467939668,16.0,0,0,0,5,0,0,0,0,0,0,5,0,0,0,1,4,0,0,0,0,0,0,4,1,498,525.6,1541,null
0.0,616,616,0.9789546028679694,0.9794561260123338,19.0,0,0,0,1,0,4,0,0,0,0,4,1,0,0,0,1,0,4,0,0,0,0,4,1,498,525.6,1542,null
0.0,606,606,0.9664072367932239,0.9668344602124972,9.0,0,0,0,3,0,1,1,0,0,0,2,3,0,0,1,2,0,1,1,0,0,0,1,4,498,525.6,1543,null
-8.0,609,617,0.9784530797236051,0.982762463778884,12.0,0,0,0,2,0,3,0,0,0,0,4,1,0,0,0,0,0,5,0,0,0,0,5,0,498,525.6,1545,null
-4.0,613,617,0.9773478713128761,0.9782116056170592,16.0,0,0,1,1,0,1,2,0,0,0,2,3,0,0,0,1,0,3,1,0,0,0,4,1,498,525.6,1544,null
1.0,605,604,0.9682182925923174,0.973456423211234,8.0,0,0,0,2,0,3,0,0,1,0,2,2,0,0,0,3,0,1,1,1,0,0,1,3,498,525.6,1546,null
-2.0,611,613,0.9715524927557769,0.9734935730737797,14.0,0,0,0,1,0,3,1,0,0,0,4,1,0,0,0,1,0,4,0,0,0,1,4,0,498,525.6,1547,null
-3.0,610,613,0.9762891002303292,0.978601679173787,13.0,0,0,0,2,0,3,0,0,0,0,3,2,0,0,0,1,0,4,0,0,0,0,4,1,498,525.6,1548,null
-1.0,617,618,0.9821680659781559,0.9827253139163385,20.0,0,0,0,0,0,5,0,0,0,0,5,0,0,0,0,0,0,5,0,0,0,0,5,0,498,525.6,1549,null
1.0,605,604,0.9770320974812393,0.9670666468534066,8.0,0,0,0,1,0,3,1,0,0,2,2,1,0,0,2,1,0,1,1,0,0,1,1,3,498,525.6,1550,null
2.0,613,611,0.9727598632885059,0.9728527379448696,16.0,0,0,0,2,0,0,3,0,0,0,0,5,0,0,0,3,0,0,2,0,0,0,0,5,498,525.6,1551,null
0.0,607,607,0.9724812393194145,0.9688591277212274,10.0,0,0,1,2,0,1,1,0,0,1,1,3,0,0,2,1,0,0,2,0,0,0,0,5,498,525.6,1552,null
0.0,609,609,0.9733542610892338,0.970475146741957,12.0,0,0,0,3,0,1,1,0,1,1,2,1,0,0,0,4,0,0,1,0,0,1,1,3,498,525.6,1553,null
0.0,604,604,0.9749052678505089,0.9745430566906902,7.0,0,0,0,1,0,1,3,0,0,0,1,4,0,0,0,1,0,1,3,0,0,0,1,4,498,525.6,1554,null
0.0,610,610,0.9707073333828664,0.9725834014414146,13.0,0,0,0,2,0,1,2,0,0,0,1,4,0,0,0,2,0,0,3,0,0,0,0,5,498,525.6,1555,null
0.0,597,597,0.9710509696114124,0.9680418307452262,0.0,0,0,0,2,1,0,2,0,0,0,1,4,0,0,0,1,2,0,2,0,0,0,1,4,498,525.6,1556,null
-2.0,612,614,0.9690820268965004,0.9696578497659558,15.0,0,0,0,3,0,0,2,0,0,0,3,2,0,0,0,4,0,1,0,0,0,0,4,1,498,525.6,1557,null
-1.0,609,610,0.9777193699383312,0.9772178467939668,12.0,0,0,0,2,0,3,0,0,0,1,4,0,0,0,0,0,0,5,0,0,0,0,5,0,498,525.6,1558,null
3.0,608,605,0.9693235010030463,0.961215543502489,11.0,0,0,0,5,0,0,0,0,0,0,0,5,0,0,2,3,0,0,0,0,0,0,0,5,498,525.6,1559,null
-7.0,596,603,0.9724255145255962,0.9709023701612304,-1.0,0,0,1,2,1,0,1,0,0,0,1,4,0,0,0,2,0,1,2,0,0,0,2,3,498,525.6,1560,null
-3.0,608,611,0.9734749981425068,0.9706237461921391,11.0,0,0,1,1,0,0,3,0,0,0,0,5,0,0,0,1,0,0,4,0,0,0,0,5,498,525.6,1561,null
-3.0,608,611,0.9713481685117765,0.9730756371201427,11.0,0,0,0,1,0,3,1,0,0,1,4,0,0,0,0,0,0,5,0,0,0,0,5,0,498,525.6,1562,null
0.0,616,616,0.9757225648265102,0.9757225648265102,19.0,0,0,0,5,0,0,0,0,0,0,0,5,0,0,0,5,0,0,0,0,0,0,0,5,498,525.6,1563,null
1.0,607,606,0.9744223196374173,0.9745430566906902,10.0,0,0,0,2,0,0,3,0,0,0,0,5,0,0,0,2,0,0,3,0,0,0,1,4,498,525.6,1564,null
-1.0,607,608,0.9702150977041386,0.9685340664239542,10.0,0,0,0,2,0,1,2,0,0,1,0,4,0,0,0,4,0,1,0,0,0,0,1,4,498,525.6,1566,null
-1.0,609,610,0.9688126903930456,0.971654654877777,12.0,0,0,0,4,0,1,0,0,0,0,1,4,0,0,0,5,0,0,0,0,0,0,0,5,498,525.6,1565,null
-2.0,609,611,0.9736607474552343,0.9767906233746935,12.0,0,0,0,1,0,2,2,0,0,0,3,2,0,0,0,1,0,3,1,0,0,0,5,0,498,525.6,1567,null
-2.0,604,606,0.9711438442677761,0.968209005126681,7.0,0,0,0,4,1,0,0,0,0,0,0,5,0,0,1,2,1,1,0,0,0,0,2,3,498,525.6,1568,null
2.0,609,607,0.969165614087228,0.968626941080318,12.0,0,0,1,3,0,0,1,0,0,0,1,4,0,0,1,4,0,0,0,0,0,0,1,4,498,525.6,1569,null
0.0,603,603,0.9671966713723159,0.9687941154617727,6.0,0,0,3,2,0,0,0,0,0,0,0,5,0,0,2,2,0,1,0,0,0,0,1,4,498,525.6,1570,null
-1.0,607,608,0.9729084627386878,0.9742644327215989,10.0,0,0,0,0,0,3,2,0,0,0,3,2,0,0,0,1,0,2,2,0,0,0,2,3,498,525.6,1571,null
0.0,616,616,0.9762333754365108,0.9782487554796048,19.0,0,0,0,5,0,0,0,0,0,0,3,2,0,0,0,4,0,1,0,0,0,0,3,2,498,525.6,1572,null
-2.0,601,603,0.9658964261832231,0.9622928895163088,4.0,0,0,0,4,0,1,0,0,0,1,2,2,0,0,2,1,0,2,0,0,0,0,4,1,498,525.6,1573,null
-2.0,602,604,0.968552641355227,0.9771621220001486,5.0,0,0,1,1,0,2,1,0,1,1,3,0,0,0,0,1,0,3,1,0,0,1,4,0,498,525.6,1575,null
-1.0,606,607,0.9727412883572331,0.9751560294226911,9.0,0,0,0,2,0,2,1,0,0,0,3,2,0,0,0,1,0,4,0,0,0,0,4,1,498,525.6,1574,null
-3.0,608,611,0.9698435990786834,0.974143695668326,11.0,0,0,0,3,0,0,2,0,0,1,1,3,0,0,0,2,0,3,0,0,0,0,3,2,498,525.6,1576,null
-2.0,614,616,0.977273571587785,0.9777007950070585,17.0,0,0,0,3,0,0,2,1,0,0,0,4,0,0,0,3,0,2,0,1,0,0,2,2,498,525.6,1577,null
0.0,608,608,0.9733078237610521,0.9736793223865071,11.0,0,0,0,1,0,1,3,0,0,2,0,3,0,0,0,2,0,1,2,0,0,0,1,4,498,525.6,1578,null
0.0,608,608,0.9763912623523292,0.9766791737870569,11.0,0,0,0,5,0,0,0,0,0,0,3,2,0,0,0,3,0,2,0,0,0,0,3,2,498,525.6,1579,null
0.0,610,610,0.9701593729103203,0.969806449216138,13.0,0,0,0,1,0,0,4,0,0,0,0,5,0,0,0,1,0,0,4,0,0,0,0,5,498,525.6,1580,null
1.0,615,614,0.977394308641058,0.97872241622706,18.0,0,0,0,3,0,2,0,0,0,0,2,3,0,0,0,4,0,1,0,0,1,0,1,3,498,525.6,1581,null
1.0,606,605,0.9720818782970503,0.9642061074374024,9.0,0,0,1,1,0,3,0,0,0,0,3,2,0,0,3,1,0,1,0,0,0,0,1,4,498,525.6,1582,null
0.0,620,620,0.9739486588899621,0.973920796493053,23.0,0,0,0,4,0,0,1,0,0,0,0,5,0,0,0,4,0,0,1,0,0,0,0,5,498,525.6,1584,null
1.0,610,609,0.9688591277212275,0.9720540159001412,13.0,0,0,1,1,0,2,1,0,0,0,3,2,0,0,1,1,0,2,1,0,0,0,4,1,498,525.6,1583,null
-2.0,610,612,0.9757411397577829,0.9760104762612378,13.0,0,0,0,2,0,3,0,0,0,0,3,2,0,0,0,2,0,3,0,0,0,0,3,2,498,525.6,1586,null
0.0,613,613,0.9715710676870496,0.9715710676870496,16.0,0,0,0,5,0,0,0,0,0,0,0,5,0,0,0,5,0,0,0,0,0,0,0,5,498,525.6,1585,null
-1.0,601,602,0.9677446318448621,0.961113381380489,4.0,0,0,1,3,0,1,0,0,0,0,1,4,0,0,3,1,0,1,0,0,0,0,1,4,498,525.6,1587,null
0.0,611,611,0.9699086113381382,0.9699086113381382,14.0,0,0,0,5,0,0,0,0,0,0,1,4,0,0,0,5,0,0,0,0,0,0,1,4,498,525.6,1588,null
-2.0,610,612,0.9736328850583252,0.9762891002303292,13.0,0,0,0,2,0,1,2,0,0,0,1,4,0,0,0,2,0,0,3,0,0,0,0,5,498,525.6,1589,null
2.0,609,607,0.9727877256854149,0.9716639423434134,12.0,0,0,0,1,0,0,4,0,0,0,0,5,0,0,0,1,0,1,3,0,0,0,1,4,498,525.6,1590,null
2.0,609,607,0.9751653168883274,0.9777936696634223,12.0,0,0,0,0,0,4,1,0,0,0,4,1,0,0,0,3,0,1,1,0,0,0,3,2,498,525.6,1591,null
-2.0,607,609,0.9723512148005052,0.9764284122148749,10.0,0,0,0,5,0,0,0,0,0,0,1,4,0,0,0,3,0,2,0,0,0,0,2,3,498,525.6,1592,null
3.0,607,604,0.9717196671372315,0.9726205513039602,10.0,0,0,0,2,0,1,2,0,0,0,3,2,0,0,0,3,1,1,0,0,0,0,1,4,498,525.6,1593,null
-2.0,607,609,0.963258785942492,0.9697228620254105,10.0,0,0,0,4,0,0,1,0,0,0,1,4,0,0,0,4,0,0,1,0,0,0,0,5,498,525.6,1594,null
-4.0,600,604,0.9680696931421354,0.9661286128241326,3.0,0,0,3,1,0,1,0,0,0,0,1,4,0,0,4,1,0,0,0,0,0,0,0,5,498,525.6,1595,null
0.0,608,608,0.9731777992421429,0.968998439705773,11.0,0,0,0,2,0,3,0,0,0,0,3,2,0,0,0,3,0,2,0,0,0,0,2,3,498,525.6,1596,null
-4.0,609,613,0.9703172598261386,0.973920796493053,12.0,0,0,0,1,0,1,3,0,0,0,1,4,0,0,0,0,0,0,5,0,0,0,0,5,498,525.6,1597,null
-4.0,609,613,0.9745244817594175,0.9760290511925106,12.0,0,0,1,1,0,1,2,0,0,0,1,4,0,0,0,1,0,0,4,0,0,0,0,5,498,525.6,1598,null
-3.0,608,611,0.9744408945686901,0.9749981425068727,11.0,0,0,0,2,0,0,3,0,0,0,0,5,0,0,0,4,0,0,1,0,0,0,0,5,498,525.6,1599,null
1.0,605,604,0.9713574559774129,0.9700664982539564,8.0,0,0,0,2,0,0,3,0,0,0,0,5,0,0,4,0,0,1,0,0,0,0,1,4,498,525.6,1600,null
0.0,612,612,0.9787595660896056,0.9738836466305074,15.0,0,0,0,3,0,2,0,0,0,0,3,2,0,0,0,5,0,0,0,0,0,0,2,3,498,525.6,1601,null
-2.0,609,611,0.9679582435544989,0.9733635485548703,12.0,0,0,1,3,0,0,1,0,0,0,1,4,0,0,0,0,0,4,1,0,0,0,4,1,498,525.6,1602,null
0.0,610,610,0.9731034995170518,0.9730384872575972,13.0,0,0,0,2,0,0,3,0,0,0,0,5,0,0,0,3,0,0,2,0,0,0,1,4,498,525.6,1603,null
-3.0,612,615,0.9671409465784977,0.9690820268965006,15.0,0,0,0,4,0,1,0,0,0,0,1,4,0,0,0,4,0,1,0,0,0,0,1,4,498,525.6,1605,null
0.0,613,613,0.9718775540530501,0.9718775540530501,16.0,0,0,0,5,0,0,0,0,0,0,2,3,0,0,0,5,0,0,0,0,0,0,2,3,498,525.6,1604,null
0.0,609,609,0.9764748495430566,0.9763262500928745,12.0,0,0,0,4,0,0,1,0,0,3,0,2,0,0,0,4,0,0,1,0,0,3,0,2,498,525.6,1606,null
0.0,606,606,0.9762148005052381,0.9767813359090571,9.0,0,0,0,5,0,0,0,0,0,0,2,3,0,0,0,3,0,1,1,0,0,0,3,2,498,525.6,1607,null
-1.0,611,612,0.9702801099635932,0.9696857121628649,14.0,0,0,0,3,0,0,2,0,0,0,3,2,0,0,0,3,0,2,0,0,0,0,3,2,498,525.6,1608,null
2.0,607,605,0.9713017311835946,0.9720911657626866,10.0,0,0,0,4,0,0,1,0,0,0,0,5,0,0,1,4,0,0,0,0,0,0,0,5,498,525.6,1609,null
2.0,604,602,0.9700107734601382,0.9706794709859573,7.0,0,0,0,0,1,3,1,0,0,3,0,2,0,0,0,3,0,0,2,0,0,0,0,5,498,525.6,1610,null
1.0,607,606,0.9741901329965079,0.9725091017163237,10.0,0,0,3,0,0,2,0,0,0,1,1,3,0,0,0,3,0,1,1,0,0,0,1,4,498,525.6,1611,null
-1.0,613,614,0.9755739653763282,0.9720168660375957,16.0,0,0,0,4,0,0,1,0,0,0,0,5,0,0,0,2,0,2,1,0,0,0,2,3,498,525.6,1612,null
-4.0,613,617,0.9746545062783267,0.9788338658146966,16.0,0,0,0,2,0,3,0,0,0,0,4,1,0,0,0,1,0,4,0,0,0,0,5,0,498,525.6,1615,null
-3.0,603,606,0.9613548554870347,0.9771342596032395,6.0,0,0,1,1,0,0,3,0,0,1,0,4,0,0,0,1,0,1,3,0,0,0,1,4,498,525.6,1614,null
1.0,605,604,0.9563767739059366,0.9715617802214132,8.0,0,0,0,3,0,2,0,0,1,0,1,3,0,0,0,3,0,2,0,0,0,0,2,3,498,525.6,1613,null
0.0,613,613,0.9771156846719667,0.9766234489932387,16.0,0,0,0,4,0,0,1,0,0,0,5,0,0,0,0,2,0,3,0,0,0,0,5,0,498,525.6,1616,null
-2.0,612,614,0.969462812987592,0.9700757857195929,15.0,0,0,0,1,0,1,3,0,1,0,0,4,0,0,0,1,0,1,3,0,0,0,1,4,498,525.6,1617,null
-1.0,604,605,0.9711624191990489,0.9744037447061445,7.0,0,0,2,3,0,0,0,0,1,0,1,3,0,0,0,3,0,2,0,0,0,0,4,1,498,525.6,1618,null
6.0,605,599,0.9715432052901404,0.9692492012779552,8.0,0,0,0,0,0,2,3,0,0,0,2,3,1,0,0,1,0,3,0,0,0,0,3,2,498,525.6,1619,null
1.0,609,608,0.9738836466305075,0.9735121480050524,12.0,0,0,0,5,0,0,0,0,0,0,3,2,0,0,0,4,0,0,1,0,0,0,3,2,498,525.6,1620,null
-2.0,608,610,0.9704101344825025,0.9739672338212347,11.0,0,0,1,3,0,1,0,0,0,0,2,3,0,0,0,4,0,0,1,0,0,0,1,4,498,525.6,1621,null
-3.0,608,611,0.9748031057285088,0.9773571587785125,11.0,0,0,1,0,0,1,3,0,0,0,1,4,0,0,0,0,0,2,3,0,0,0,2,3,498,525.6,1622,null
-1.0,605,606,0.9754718032543279,0.9799576491566981,8.0,0,0,0,3,0,0,2,0,0,0,1,4,0,0,0,2,0,3,0,0,0,0,3,2,498,525.6,1623,null
2.0,614,612,0.9741251207370532,0.975471803254328,17.0,0,0,0,2,0,2,1,0,0,0,4,1,0,0,0,2,0,2,1,0,0,0,3,2,498,525.6,1624,null
-1.0,612,613,0.9725369641132328,0.9741158332714168,15.0,0,0,0,1,0,2,2,0,0,1,2,2,0,0,0,0,0,0,5,0,0,0,3,2,498,525.6,1625,null
1.0,604,603,0.9606025707704882,0.9664722490526785,7.0,0,0,1,3,0,1,0,0,1,0,0,4,0,0,1,3,0,0,1,0,0,0,0,5,498,525.6,1626,null
-7.0,607,614,0.9638903336057657,0.9703079723605023,10.0,0,0,2,3,0,0,0,0,0,1,2,2,0,0,0,2,0,2,1,0,0,0,5,0,498,525.6,1627,null
0.0,613,613,0.9742551452559626,0.973456423211234,16.0,0,0,0,4,0,1,0,0,0,0,4,1,0,0,0,4,0,1,0,0,0,0,4,1,498,525.6,1628,null
1.0,610,609,0.9659893008395869,0.9675960323946802,13.0,0,0,0,4,0,0,1,0,0,0,2,3,0,0,0,4,0,1,0,0,0,0,2,3,498,525.6,1629,null
1.0,612,611,0.9713760309086857,0.9728991752730515,15.0,0,0,0,2,0,3,0,0,0,0,3,2,0,0,0,3,0,2,0,0,0,0,2,3,498,525.6,1630,null
1.0,613,612,0.9679303811575897,0.9692120514154099,16.0,0,0,0,1,0,0,4,0,0,0,1,4,0,0,0,1,0,1,3,0,0,0,1,4,498,525.6,1631,null
1.0,605,604,0.9627758377294002,0.9702615350323205,8.0,0,0,0,4,0,1,0,0,0,0,1,4,0,0,0,3,0,0,2,0,0,0,0,5,498,525.6,1632,null
1.0,601,600,0.9746452188126905,0.9768556356341481,4.0,0,0,0,4,0,1,0,0,0,1,3,1,0,0,1,3,0,1,0,0,0,0,3,2,498,525.6,1633,null
-1.0,607,608,0.976456274611784,0.9774964707630581,10.0,0,0,0,5,0,0,0,0,0,0,3,2,0,0,0,4,0,1,0,0,0,0,4,1,498,525.6,1634,null
-3.0,609,612,0.967865368898135,0.9713574559774129,12.0,0,0,0,2,0,1,2,0,0,0,2,3,0,0,0,1,0,0,4,0,0,0,1,4,498,525.6,1635,null
4.0,599,595,0.9740415335463258,0.9718868415186863,2.0,0,0,1,2,0,0,2,0,0,0,1,4,0,0,1,1,1,0,2,0,0,0,0,5,498,525.6,1636,null
2.0,609,607,0.9694906753845012,0.9679768184857717,12.0,0,0,0,5,0,0,0,0,0,0,1,4,0,0,0,2,0,2,1,0,0,0,2,3,498,525.6,1637,null
-2.0,609,611,0.9705680213983209,0.9717568169997771,12.0,0,0,0,0,0,0,5,0,0,0,1,4,0,0,0,0,0,0,5,0,0,0,0,5,498,525.6,1638,null
-2.0,611,613,0.9714967679619585,0.9689055650494093,14.0,0,0,0,5,0,0,0,0,0,1,0,4,0,0,0,3,0,1,1,0,0,0,2,3,498,525.6,1639,null
1.0,606,605,0.973605022661416,0.9715153428932313,9.0,0,0,2,1,0,0,2,0,0,0,0,5,0,0,4,0,0,0,1,0,0,0,0,5,498,525.6,1640,null
-1.0,614,615,0.9758711642766922,0.9751838918196002,17.0,0,0,0,2,0,3,0,0,0,0,3,2,0,0,0,2,0,3,0,0,0,0,3,2,498,525.6,1641,null
2.0,608,606,0.9740043836837804,0.9737350471803254,11.0,0,0,1,4,0,0,0,0,0,1,2,2,0,0,2,3,0,0,0,0,0,0,1,4,498,525.6,1642,null
1.0,616,615,0.9827531763132477,0.9788152908834237,19.0,0,0,0,1,0,3,1,0,0,0,3,2,0,0,0,2,0,2,1,0,0,1,2,2,498,525.6,1643,null
0.0,610,610,0.9726112638383237,0.9750352923694182,13.0,0,0,0,4,0,0,1,0,0,0,2,3,0,0,0,4,0,1,0,0,0,0,2,3,498,525.6,1644,null
2.0,610,608,0.9713295935805037,0.9675124452039527,13.0,0,0,4,0,0,0,1,0,0,0,0,5,0,0,1,0,0,0,4,0,0,0,1,4,498,525.6,1645,null
7.0,603,596,0.9587450776432127,0.9577606062857567,6.0,0,0,4,0,0,1,0,0,0,1,0,4,0,0,2,1,0,1,1,0,0,0,2,3,498,525.6,1646,null
0.0,607,607,0.9732799613641429,0.9757968645516012,10.0,0,0,0,5,0,0,0,0,0,1,0,4,0,0,0,4,0,1,0,0,0,0,1,4,498,525.6,1649,null
-5.0,615,620,0.9761683631770562,0.9808120959952449,18.0,0,0,0,2,0,2,1,0,0,0,3,2,0,0,0,1,0,4,0,0,0,0,4,1,498,525.6,1648,null
-3.0,609,612,0.9693513633999553,0.9736700349208708,12.0,0,0,1,3,0,0,1,0,0,0,0,5,0,0,0,3,0,0,2,0,0,0,1,4,498,525.6,1647,null
-1.0,611,612,0.974217995393417,0.9747752433315996,14.0,0,0,0,2,0,1,2,0,0,1,0,4,0,0,0,2,0,0,3,0,0,0,0,5,498,525.6,1650,null
-1.0,608,609,0.9696578497659559,0.9760847759863287,11.0,0,0,0,3,0,1,1,0,0,0,2,3,0,0,0,4,0,1,0,0,0,0,1,4,498,525.6,1651,null
-1.0,609,610,0.967791069173044,0.9651998662604948,12.0,0,0,2,1,0,0,2,0,0,0,1,4,0,0,0,1,0,1,3,0,0,0,2,3,498,525.6,1653,null
0.0,603,603,0.974561631621963,0.972174752953414,6.0,0,0,1,2,0,0,2,0,0,1,2,2,0,0,2,2,0,0,1,0,0,0,1,4,498,525.6,1652,null
0.0,611,611,0.9764748495430566,0.9747473809346906,14.0,0,0,0,5,0,0,0,0,0,0,2,3,0,0,0,5,0,0,0,0,0,0,1,4,498,525.6,1654,null
-1.0,609,610,0.9697414369566832,0.971682517274686,12.0,0,0,2,3,0,0,0,0,0,0,0,5,0,0,0,4,0,0,1,0,0,0,0,5,498,525.6,1655,null
-10.0,603,613,0.9698250241474108,0.978871015677242,6.0,0,0,2,0,1,1,1,0,0,0,2,3,0,0,0,0,0,5,0,0,0,0,5,0,498,525.6,1656,null
